facturadora,facturada,total
Q9388385657,Q9855629498,20132
Q6905707917,Q3164435093,89687
Q8792393276,Q9564636321,21597
Q1955927015,Q4725404460,36295
Q8374347050,Q0482332301,86582
Q3611449843,Q1955927015,49049
Q1006027194,Q5184356482,95093
Q6236124536,Q0301971354,94726
Q6364730892,Q1851779074,86055
Q4444,Q1468063108,85407
Q5899441084,Q2903404864,78712
Q8449780869,Q4063404034,46649
Q5997385515,Q3967623915,88539
Q6723378937,Q2274080112,81051
Q7570562411,Q55555,30923
Q5132628476,Q7976453880,56281
Q2903404864,Q8435135992,27460
Q4242605006,Q4444,4342
Q0851389296,Q4725404460,72857
Q4678003580,Q0301971354,20065
Q0177372821,Q0563962909,14478
Q8206014259,Q5473512807,89751
Q6236124536,Q3565078655,39053
Q4063404034,Q4444,96991
Q0177372821,Q5997385515,55399
Q6364730892,Q1006027194,5079
Q5256483984,Q8620606089,5389
Q7976453880,Q9016400742,56421
Q7400418425,Q5236930570,56413
Q9388385657,Q3536657242,54369
Q8888,Q8374347050,68921
Q4063404034,Q1851779074,81623
Q3611449843,Q4444,69926
Q1521208856,Q0199943111,94254
Q9815722414,Q1955927015,21182
Q1710658261,Q5997385515,39135
Q2535484805,Q4115702114,73368
Q6723378937,Q2641727394,15013
Q1851779074,Q0301971354,57913
Q3565078655,Q1955927015,99273
Q1820827878,Q1527100770,88348
Q7976453880,Q1033745652,32507
Q8206014259,Q6666,85333
Q8044157700,Q6723378937,95094
Q1911467279,Q2641727394,12999
Q3618140647,Q4725404460,60933
Q9016400742,Q3281523098,11138
Q7570562411,Q5997385515,1103
Q6666,Q2156262190,50200
Q7400418425,Q2274080112,72065
Q1851779074,Q4451605077,92433
Q8202147355,Q9388385657,90451
Q1111111,Q6750581222,35424
Q1911467279,Q5184356482,76492
Q5132628476,Q0177372821,42731
Q8449780869,Q6750581222,14155
Q1527100770,Q55555,48473
Q0177372821,Q3164435093,97557
Q2201628128,Q0482332301,21080
Q0850183150,Q8374347050,33019
Q2903404864,Q7009715042,9315
Q7400418425,Q1509499132,42933
Q1955927015,Q4725404460,87272
Q1955927015,Q5071998992,50709
Q0301971354,Q7239794431,62304
Q5071998992,Q8374347050,30871
Q9336212340,Q5997385515,71726
Q6934466760,Q7976453880,20870
Q3536657242,Q0850183150,20967
Q4451605077,Q6934466760,95667
Q7089122617,Q5997385515,1753
Q0021942248,Q5184356482,38252
Q5986013964,Q1911467279,46862
Q9016400742,Q1033745652,95715
Q3164435093,Q8374347050,64847
Q9453657809,Q1851779074,7111
Q4444,Q9016400742,28431
Q1006027194,Q9388385657,61815
Q6934466760,Q0482332301,88379
Q3611449843,Q1955927015,54279
Q9388385657,Q0978988285,91507
Q9855629498,Q2535484805,67881
Q8654262468,Q2201628128,46770
Q7400418425,Q6666,30378
Q5572688534,Q9004955745,68562
Q8888,Q4678003580,76901
Q9954990406,Q4195375468,66836
Q1851779074,Q9815722414,14457
Q1821647255,Q1033745652,21609
Q272727,Q3164435093,44445
Q9016400742,Q2201628128,6264
Q3536657242,Q1911467279,7929
Q8374347050,Q0177372821,62855
Q0021942248,Q5986013964,80930
Q8202147355,Q4115702114,64106
Q9954990406,Q0944953579,4333
Q5132628476,Q6666,59132
Q6905707917,Q2535484805,91957
Q1088565265,Q8396980208,62444
Q6666,Q8435135992,13221
Q0944953579,Q8654262468,30298
Q1911467279,Q0177372821,44397
Q5236930570,Q0482332301,11433
Q0301971354,Q8374347050,96978
Q6454390516,Q8620606089,54774
Q4115702114,Q9954990406,31603
Q8435135992,Q5899441084,35053
Q8044157700,Q5825436105,91866
Q1527100770,Q6236124536,86410
Q1799660712,Q9276934764,32720
Q272727,Q9815722414,37339
Q1033745652,Q8396980208,20106
Q4063404034,Q1111111,70458
Q9004955745,Q2535484805,96836
Q4063404034,Q9954990406,79494
Q9388385657,Q5986013964,32189
Q1111111,Q2903404864,97778
Q5633742877,Q4725404460,34131
Q3281523098,Q2280162501,22577
Q5071998992,Q2903404864,33745
Q7009715042,Q9016400742,85108
Q1509499132,Q9336212340,41754
Q0851389296,Q4678003580,59045
Q8396980208,Q0978988285,32613
Q0000001,Q1710658261,58171
Q3040648240,Q6666,10849
Q9016400742,Q4678003580,11223
Q8206014259,Q3164435093,22990
Q7400418425,Q2641727394,73130
Q33,Q7009715042,10564
Q2280162501,Q5572688534,92525
Q7933062949,Q0021942248,24459
Q3536657242,Q1820827878,60123
Q8225522581,Q9671059268,31606
Q0850183150,Q3536657242,92963
Q0851389296,Q5236930570,76998
Q6666,Q8225522581,14477
Q3164435093,Q9004955745,9894
Q4195375468,Q5132628476,70579
Q5572688534,Q1799660712,28013
Q3618140647,Q1322352860,4942
Q9954990406,Q5572688534,10601
Q0000001,Q5633742877,67741
Q3281523098,Q5633742877,4425
Q1322352860,Q0482332301,37479
Q0482332301,Q6750581222,13294
Q1322352860,Q4678003580,79757
Q6750581222,Q9004955745,56387
Q4678003580,Q272727,11562
Q8396980208,Q6905707917,56274
Q3164435093,Q4242605006,90228
Q5899441084,Q5256483984,41551
Q4242605006,Q1710658261,34186
Q6934466760,Q5256483984,82552
Q7089122617,Q55555,36751
Q1111111,Q3611449843,10206
Q7135753287,Q1322352860,25160
Q5071998992,Q5473512807,30412
Q7239794431,Q0177372821,35176
Q1111111,Q7976453880,95666
Q7239794431,Q1527100770,37101
Q2903404864,Q0177372821,4336
Q5184356482,Q8654262468,16043
Q1820827878,Q5256483984,15931
Q1820827878,Q5986013964,57472
Q0851389296,Q1911467279,26398
Q0563962909,Q6905707917,60711
Q7089122617,Q5236930570,69562
Q9954990406,Q1527100770,29613
Q1111111,Q1821647255,26032
Q6666,Q6798126526,18431
Q0850183150,Q0021942248,44421
Q7239794431,Q5184356482,20910
Q8449780869,Q6236124536,82679
Q5986013964,Q1773186700,3980
Q1821647255,Q0563962909,55366
Q9954990406,Q9671059268,86607
Q8792393276,Q1911467279,97142
Q0850183150,Q4678003580,91475
Q2535484805,Q2280162501,34183
Q7976453880,Q9954990406,40600
Q5184356482,Q2641727394,73331
Q0944953579,Q8449780869,80028
Q2274080112,Q0000001,96932
Q2201628128,Q0944953579,59093
Q8374347050,Q9855629498,98407
Q5572688534,Q8044157700,78042
Q5369760002,Q6798126526,76924
Q8044157700,Q7570562411,16911
Q0482332301,Q6723378937,93679
Q2903404864,Q7976453880,47319
Q6666,Q1728417125,75117
Q0301971354,Q5899441084,49888
Q4195375468,Q5236930570,50754
Q1799660712,Q1820827878,87431
Q0850183150,Q7089122617,59532
Q0482332301,Q5825436105,84415
Q4444,Q9453657809,30425
Q2274080112,Q4451605077,55416
Q4444,Q0850183150,63584
Q8620606089,Q2201628128,67814
Q8044157700,Q9453657809,73503
Q9453657809,Q4063404034,88279
Q9815722414,Q0199943111,49751
Q7089122617,Q6798126526,61359
Q6364730892,Q0301971354,29121
Q1521208856,Q4242605006,75700
Q9453657809,Q8888,86672
Q0978988285,Q2641727394,40618
Q3967623915,Q2641727394,97420
Q9815722414,Q1799660712,45396
Q0851389296,Q7089122617,82306
Q0199943111,Q5997385515,33738
Q1322352860,Q3040648240,34091
Q7135753287,Q1955927015,3703
Q8620606089,Q9276934764,58379
Q3164435093,Q9453657809,85693
Q1710658261,Q9388385657,4312
Q7933062949,Q5236930570,29888
Q5369760002,Q9855629498,19066
Q8620606089,Q5899441084,95655
Q4725404460,Q3164435093,23441
Q6750581222,Q9336212340,58348
Q5256483984,Q6364730892,54567
Q6364730892,Q1821647255,94265
Q1322352860,Q9671059268,87608
Q1006027194,Q3040648240,2500
Q9336212340,Q5184356482,67120
Q6934466760,Q1710658261,67578
Q8225522581,Q7933062949,53442
Q9564636321,Q4451605077,47902
Q5899441084,Q4242605006,25787
Q5986013964,Q7089122617,87682
Q0000001,Q1111111,24631
Q0563962909,Q8206014259,65943
Q1006027194,Q5899441084,79018
Q9671059268,Q6750581222,54523
Q2641727394,Q6454390516,74384
Q6364730892,Q7239794431,36260
Q5572688534,Q1088565265,93537
Q1322352860,Q6750581222,58920
Q7135753287,Q8206014259,76088
Q5369760002,Q2280162501,60483
Q8396980208,Q7570562411,60509
Q1851779074,Q5184356482,95255
Q0563962909,Q1799660712,23915
Q1006027194,Q8374347050,52851
Q7135753287,Q5256483984,30735
Q1527100770,Q0563962909,74659
Q1773186700,Q7976453880,79513
Q7135753287,Q5473512807,85306
Q3967623915,Q9016400742,45186
Q7135753287,Q5071998992,220
Q0482332301,Q0850183150,26994
Q2201628128,Q4725404460,48961
Q4444,Q1728417125,62457
Q1710658261,Q1911467279,94238
Q2274080112,Q6750581222,6987
Q3040648240,Q5997385515,87269
Q9276934764,Q0850183150,81546
Q7009715042,Q0000001,46372
Q2641727394,Q2535484805,56200
Q6750581222,Q0851389296,73153
Q5369760002,Q5184356482,68554
Q272727,Q7570562411,65162
Q8792393276,Q6905707917,44621
Q1851779074,Q1728417125,2467
Q33,Q1728417125,75394
Q1527100770,Q4115702114,93552
Q4678003580,Q4063404034,81283
Q0177372821,Q4451605077,9436
Q1911467279,Q4444,14247
Q5899441084,Q4725404460,39829
Q0177372821,Q5473512807,17324
Q9336212340,Q9388385657,86275
Q4115702114,Q7135753287,24632
Q8202147355,Q0301971354,1348
Q2535484805,Q0482332301,87142
Q8044157700,Q9671059268,17664
Q6723378937,Q5256483984,33408
Q7400418425,Q6750581222,5070
Q6364730892,Q5899441084,16797
Q4063404034,Q9815722414,74406
Q9388385657,Q4242605006,75748
Q9004955745,Q2156262190,43084
Q5633742877,Q0199943111,21533
Q4725404460,Q2535484805,55007
Q8792393276,Q2201628128,81503
Q8225522581,Q1322352860,93488
Q4242605006,Q4195375468,22029
Q7400418425,Q3536657242,50627
Q1821647255,Q3611449843,14168
Q9336212340,Q0851389296,99372
Q8044157700,Q1821647255,28397
Q2274080112,Q2535484805,86707
Q8044157700,Q0978988285,22077
Q9004955745,Q7933062949,88870
Q0563962909,Q6905707917,26857
Q7135753287,Q2641727394,35840
Q4195375468,Q6666,50281
Q8202147355,Q9564636321,41091
Q8792393276,Q1468063108,5996
Q9336212340,Q8620606089,37811
Q9276934764,Q0000001,83131
Q7570562411,Q0851389296,23838
Q5997385515,Q1468063108,68497
Q5256483984,Q8044157700,51894
Q2280162501,Q7089122617,38025
Q9453657809,Q3281523098,91283
Q1851779074,Q4725404460,42113
Q2280162501,Q1527100770,27237
Q6364730892,Q1527100770,86093
Q6798126526,Q0021942248,88311
Q0851389296,Q5132628476,60792
Q4444,Q1322352860,57197
Q1955927015,Q9855629498,53970
Q7976453880,Q5986013964,32931
Q8044157700,Q8225522581,48737
Q1033745652,Q8888,34251
Q7976453880,Q8654262468,4911
Q0177372821,Q5473512807,51583
Q7009715042,Q5473512807,67758
Q3565078655,Q9855629498,59288
Q6934466760,Q0482332301,14786
Q5899441084,Q7089122617,66858
Q1820827878,Q7400418425,26653
Q7089122617,Q0482332301,34287
Q6905707917,Q2280162501,51108
Q7400418425,Q7976453880,48056
Q0177372821,Q5899441084,39289
Q272727,Q8206014259,7661
Q2903404864,Q5184356482,21631
Q6666,Q4115702114,20042
Q1820827878,Q9855629498,42420
Q9954990406,Q0177372821,71728
Q8202147355,Q8620606089,53455
Q1521208856,Q2535484805,57636
Q3040648240,Q0301971354,47547
Q6454390516,Q0482332301,76804
Q1468063108,Q6666,7047
Q2201628128,Q9855629498,27904
Q1322352860,Q8888,12895
Q8654262468,Q2280162501,85718
Q4451605077,Q0482332301,13260
Q9453657809,Q2903404864,36796
Q2274080112,Q5633742877,75645
Q5633742877,Q4195375468,9455
Q0301971354,Q4444,30832
Q7135753287,Q6236124536,74431
Q1820827878,Q3618140647,83041
Q1088565265,Q8225522581,3591
Q5184356482,Q4451605077,48566
Q6666,Q8620606089,82807
Q9336212340,Q6798126526,53592
Q8225522581,Q0978988285,11046
Q1710658261,Q9388385657,95897
Q4115702114,Q6454390516,15857
Q1006027194,Q0021942248,28349
Q0482332301,Q5825436105,91182
Q5256483984,Q9671059268,18778
Q0301971354,Q0177372821,66468
Q2280162501,Q1955927015,78042
Q8206014259,Q1006027194,59048
Q1521208856,Q0944953579,909
Q5899441084,Q2641727394,31415
Q6723378937,Q4725404460,30743
Q0301971354,Q9815722414,10906
Q1851779074,Q7976453880,45151
Q9388385657,Q8654262468,47515
Q6666,Q4115702114,92644
Q5369760002,Q8620606089,9401
Q2903404864,Q8225522581,54129
Q1799660712,Q5132628476,9313
Q0563962909,Q6236124536,34392
Q8396980208,Q7135753287,38927
Q2201628128,Q5256483984,35895
Q5473512807,Q9388385657,50024
Q2201628128,Q3611449843,15601
Q6364730892,Q5256483984,63850
Q8792393276,Q7976453880,5350
Q7009715042,Q8449780869,38691
Q7009715042,Q1955927015,45221
Q0000001,Q5899441084,41637
Q0177372821,Q6905707917,65358
Q8654262468,Q3040648240,80214
Q5899441084,Q7089122617,31896
Q1468063108,Q1006027194,67181
Q9276934764,Q2274080112,40762
Q5633742877,Q1821647255,17406
Q0850183150,Q0301971354,9970
Q5071998992,Q6666,29518
Q8792393276,Q9671059268,17824
Q1088565265,Q1851779074,7467
Q6934466760,Q8654262468,26618
Q4063404034,Q8225522581,25035
Q9388385657,Q5236930570,85740
Q1728417125,Q55555,75219
Q4115702114,Q1033745652,92451
Q8225522581,Q2641727394,29174
Q8202147355,Q1821647255,94465
Q1851779074,Q6723378937,48952
Q9671059268,Q6905707917,14824
Q5132628476,Q4444,64406
Q1728417125,Q1468063108,55276
Q3536657242,Q3164435093,33049
Q2903404864,Q7135753287,51513
Q4242605006,Q0850183150,13299
Q1509499132,Q1468063108,7369
Q1006027194,Q8225522581,35131
Q9004955745,Q1821647255,26289
Q0851389296,Q1728417125,41399
Q1088565265,Q7933062949,82050
Q1820827878,Q272727,23878
Q8202147355,Q5899441084,30066
Q0301971354,Q4725404460,22505
Q9671059268,Q1521208856,96896
Q8620606089,Q9453657809,64862
Q1111111,Q6454390516,48670
Q7089122617,Q6723378937,50126
Q5071998992,Q0177372821,25991
Q1509499132,Q7135753287,3810
Q8888,Q6750581222,8077
Q1006027194,Q3536657242,69441
Q0482332301,Q4242605006,62177
Q5184356482,Q2280162501,63499
Q1773186700,Q4451605077,6970
Q8792393276,Q1322352860,76612
Q4242605006,Q3611449843,45642
Q3967623915,Q2274080112,37376
Q1006027194,Q9954990406,61413
Q4242605006,Q0978988285,37084
Q5633742877,Q0301971354,84752
Q1911467279,Q1521208856,20794
Q1820827878,Q5825436105,14780
Q8620606089,Q1322352860,116
Q2641727394,Q1521208856,16365
Q3565078655,Q9388385657,2461
Q1851779074,Q2280162501,66737
Q6364730892,Q9815722414,50983
Q33,Q6934466760,81078
Q9855629498,Q1728417125,24361
Q3164435093,Q3565078655,89465
Q3281523098,Q1728417125,5862
Q1527100770,Q7135753287,53607
Q1955927015,Q9954990406,91840
Q1710658261,Q1033745652,29913
Q1799660712,Q5997385515,28280
Q8792393276,Q6364730892,8680
Q1033745652,Q5825436105,6386
Q3040648240,Q5184356482,71008
Q6798126526,Q0978988285,32392
Q1851779074,Q9453657809,40687
Q1006027194,Q5071998992,27529
Q6905707917,Q1527100770,2560
Q8396980208,Q2156262190,86303
Q0563962909,Q3164435093,11062
Q9815722414,Q1851779074,32152
Q6798126526,Q5986013964,79369
Q0944953579,Q7089122617,21830
Q8792393276,Q8449780869,34502
Q5236930570,Q9954990406,85052
Q6454390516,Q4725404460,60168
Q8449780869,Q6666,71528
Q9954990406,Q8202147355,76109
Q5473512807,Q6666,84044
Q6798126526,Q1527100770,75374
Q2274080112,Q5572688534,21898
Q3164435093,Q0301971354,53173
Q3040648240,Q3164435093,79039
Q7976453880,Q6750581222,52784
Q3040648240,Q5986013964,24290
Q1728417125,Q5572688534,4707
Q6750581222,Q8620606089,56605
Q1820827878,Q8225522581,91192
Q1821647255,Q2280162501,42145
Q0301971354,Q7570562411,22141
Q7933062949,Q5986013964,51779
Q1955927015,Q4444,16982
Q9276934764,Q5899441084,99535
Q0177372821,Q3536657242,53911
Q4678003580,Q5572688534,13430
Q9954990406,Q0301971354,7171
Q4195375468,Q6905707917,29527
Q8396980208,Q6666,21228
Q9671059268,Q1820827878,38099
Q8792393276,Q3040648240,95802
Q1799660712,Q5899441084,8650
Q4063404034,Q1911467279,29882
Q0851389296,Q7009715042,52464
Q4242605006,Q7135753287,28417
Q0021942248,Q2903404864,43591
Q3040648240,Q0000001,94966
Q0563962909,Q9453657809,1397
Q8654262468,Q8374347050,46036
Q3967623915,Q2903404864,97303
Q1006027194,Q33,26811
Q3164435093,Q3040648240,4791
Q1322352860,Q6798126526,93620
Q3536657242,Q1955927015,76754
Q2156262190,Q8206014259,190
Q8206014259,Q1088565265,94011
Q0850183150,Q4242605006,68806
Q7933062949,Q5473512807,59965
Q8792393276,Q1111111,47650
Q1521208856,Q9855629498,26976
Q6454390516,Q7009715042,89474
Q1773186700,Q1111111,87671
Q0199943111,Q2903404864,13281
Q3611449843,Q5473512807,77453
Q9336212340,Q7933062949,29841
Q9388385657,Q0199943111,59913
Q9336212340,Q8206014259,69991
Q3536657242,Q5825436105,89733
Q4725404460,Q0851389296,40584
Q7570562411,Q6934466760,94185
Q8435135992,Q7239794431,52278
Q3281523098,Q9564636321,19800
Q8888,Q2280162501,62141
Q5633742877,Q1821647255,6208
Q5132628476,Q4451605077,97247
Q7239794431,Q2280162501,69658
Q8888,Q0850183150,29451
Q1851779074,Q0482332301,10847
Q1111111,Q7135753287,1799
Q0177372821,Q8620606089,92061
Q3040648240,Q0944953579,63023
Q1509499132,Q3611449843,70830
Q9336212340,Q33,7994
Q3164435093,Q0199943111,45043
Q6723378937,Q9954990406,19754
Q6905707917,Q6454390516,3284
Q0944953579,Q9815722414,77348
Q272727,Q5369760002,3953
Q6750581222,Q6905707917,61875
Q0301971354,Q4451605077,86327
Q3164435093,Q7976453880,29625
Q9336212340,Q5236930570,68839
Q8620606089,Q1033745652,38845
Q2280162501,Q3611449843,68295
Q8374347050,Q9815722414,18857
Q7570562411,Q1322352860,56575
Q1521208856,Q0563962909,22773
Q4063404034,Q7009715042,55375
Q4195375468,Q8449780869,39949
Q0944953579,Q6666,42651
Q6905707917,Q9336212340,22846
Q1773186700,Q0978988285,6592
Q2535484805,Q9276934764,40862
Q0851389296,Q8449780869,21607
Q6934466760,Q5572688534,2664
Q1509499132,Q9336212340,41042
Q9815722414,Q0482332301,75255
Q1088565265,Q1468063108,26018
Q0301971354,Q33,14838
Q3040648240,Q0978988285,605
Q4195375468,Q3281523098,24981
Q3040648240,Q0000001,72348
Q1799660712,Q5184356482,26070
Q8792393276,Q2280162501,275
Q272727,Q3618140647,68089
Q1799660712,Q2201628128,3694
Q4444,Q9016400742,81442
Q3611449843,Q9336212340,53899
Q5369760002,Q7933062949,18284
Q1799660712,Q1911467279,27003
Q5473512807,Q4063404034,1121
Q8620606089,Q1773186700,5044
Q8435135992,Q3565078655,36694
Q3040648240,Q5997385515,35757
Q8374347050,Q0944953579,85968
Q1006027194,Q2274080112,33496
Q6723378937,Q5236930570,87834
Q0199943111,Q7976453880,89646
Q8654262468,Q5132628476,8043
Q6666,Q2274080112,68642
Q0563962909,Q1521208856,62401
Q8620606089,Q9276934764,42472
Q6666,Q3611449843,99332
Q8374347050,Q2903404864,65926
Q6934466760,Q8888,65682
Q0021942248,Q9815722414,31192
Q2201628128,Q7570562411,40513
Q1728417125,Q5236930570,19316
Q2156262190,Q8449780869,97983
Q6364730892,Q3967623915,99291
Q6364730892,Q6723378937,72516
Q9276934764,Q7976453880,6172
Q8374347050,Q6750581222,64709
Q6905707917,Q9016400742,92068
Q1851779074,Q2201628128,48
Q6723378937,Q5997385515,21348
Q8792393276,Q8435135992,72671
Q0851389296,Q7400418425,34168
Q3536657242,Q0021942248,22452
Q0851389296,Q1088565265,48419
Q4242605006,Q1710658261,81825
Q4115702114,Q7239794431,17018
Q1006027194,Q1820827878,31611
Q7400418425,Q1955927015,92237
Q9453657809,Q5256483984,47724
Q1521208856,Q5997385515,80531
Q0851389296,Q5825436105,76762
Q4451605077,Q5633742877,24102
Q1851779074,Q2280162501,39198
Q0944953579,Q8654262468,81945
Q0177372821,Q1911467279,57273
Q2201628128,Q0944953579,94
Q4451605077,Q8396980208,35859
Q1821647255,Q1468063108,9858
Q1799660712,Q3164435093,91208
Q5132628476,Q0944953579,45997
Q3164435093,Q0944953579,12471
Q5997385515,Q55555,75740
Q0199943111,Q1799660712,97350
Q4063404034,Q1773186700,74093
Q1911467279,Q8044157700,30850
Q0000001,Q2280162501,90473
Q1851779074,Q6750581222,69714
Q5184356482,Q9453657809,27550
Q1006027194,Q55555,93057
Q1911467279,Q0000001,46339
Q272727,Q5986013964,53780
Q7570562411,Q8225522581,96810
Q9276934764,Q7570562411,8172
Q7239794431,Q5825436105,51770
Q5071998992,Q8888,16634
Q272727,Q0177372821,60483
Q3536657242,Q5633742877,19921
Q8202147355,Q0944953579,78328
Q2274080112,Q5986013964,38934
Q4242605006,Q8888,99675
Q9954990406,Q0563962909,25370
Q5369760002,Q6934466760,49733
Q3040648240,Q0563962909,99377
Q1851779074,Q5369760002,25072
Q9855629498,Q1006027194,50410
Q4678003580,Q0851389296,61743
Q9564636321,Q7570562411,81069
Q7933062949,Q9954990406,86238
Q1322352860,Q5132628476,1449
Q9336212340,Q5184356482,85327
Q5184356482,Q1322352860,83645
Q5473512807,Q8396980208,45209
Q6666,Q9671059268,28490
Q3281523098,Q7089122617,92668
Q0021942248,Q9453657809,5046
Q1111111,Q0177372821,34062
Q8435135992,Q1710658261,12415
Q8435135992,Q6666,65967
Q1111111,Q8202147355,76525
Q2903404864,Q6666,98511
Q1851779074,Q9815722414,26398
Q0851389296,Q8374347050,60330
Q7089122617,Q4242605006,63598
Q9004955745,Q0021942248,16385
Q7239794431,Q1911467279,90916
