id,sexo,edad,edad_r,hab,prov,ccaa,edu,cs,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9,p5_10,p5_11,p5_12,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r,ponde
1531,2,51,4,1,15,12,4,5,4,3,4,5,2,2,2,1,2,3,1,5,3,2,2,3,1,1,2,5,3,2,3,2,1,2,3,2,3,3,3,3,3,6,2,6,3,3,3,3,10,5,5,5,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",VOX,1.0522850852851522
1532,2,56,5,4,4,1,5,4,1,2,5,5,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,99,18,16,18,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención,0.8350973091726052
1533,2,58,5,4,28,13,5,2,3,4,3,5,3,5,3,4,3,3,4,3,1,2,2,4,3,2,3,3,3,2,3,1,2,3,2,1,5,5,5,5,1,5,5,1,1,1,5,1,10,6,6,6,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",MP,0.7408569705738338
1534,2,57,5,6,28,13,6,7,5,3,4,4,4,5,4,3,4,3,4,5,4,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,1,1,1,1,1,1,1,1,1,6,1,1,8,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PSOE,0.9121814278361686
1535,1,66,6,5,17,9,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,4,3,2,4,4,4,3,3,4,3,1,1,1,4,4,1,4,1,4,1,4,1,10,8,8,8,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",JXCAT,1.3494284990423833
1536,1,47,4,1,4,1,4,4,4,2,5,4,3,5,1,1,6,2,1,3,4,1,1,2,1,2,2,4,3,1,1,2,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,0,17,5,18,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,1.0119308871625687
1537,2,45,4,5,8,9,3,5,5,3,5,5,4,5,4,5,4,3,4,3,5,2,3,4,3,3,2,2,2,4,3,4,4,4,3,2,3,3,1,1,4,4,3,4,1,1,4,1,10,12,1,4,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",UP,0.7050376440028273
1538,1,45,4,4,33,3,4,5,5,5,4,5,4,5,5,2,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",UP,0.967281269808413
1539,1,60,5,5,31,15,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.7702650102882843
1540,2,38,3,5,18,1,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX,0.7679971935777307
1541,1,54,4,4,49,7,5,3,2,2,3,4,3,6,5,1,2,3,2,2,1,2,2,2,2,1,2,4,3,2,1,1,2,1,2,2,5,4,4,5,4,5,5,5,3,4,4,3,10,6,6,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE,0.9006283349532729
1542,2,47,4,1,5,7,3,3,4,4,3,3,3,3,3,1,3,1,1,5,1,1,1,2,1,2,2,3,3,2,3,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,10,16,17,17,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, primer ciclo y menos",Nulo,1.1209756996877023
1543,1,18,1,6,46,10,4,6,4,4,3,3,4,2,2,1,3,3,4,4,1,1,2,3,2,1,2,1,1,2,2,3,2,1,2,1,2,3,2,3,2,2,2,3,3,2,2,2,10,5,2,18,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",Abstención,0.9971752571654778
1544,1,67,6,6,28,13,5,3,5,5,5,5,4,5,5,5,5,4,5,5,5,3,3,3,3,3,4,3,2,3,3,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",UP,1.2868755222773065
1545,2,47,4,6,29,1,6,5,5,2,5,5,4,4,1,1,1,2,5,5,2,2,2,2,2,2,2,3,4,2,2,2,2,2,3,3,1,5,5,5,1,5,1,1,2,1,5,2,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PSOE,0.7649940400162833
1546,2,31,2,5,35,5,6,3,3,1,1,1,1,4,4,2,3,1,3,4,2,2,2,3,1,1,2,3,3,1,1,1,1,1,1,1,2,5,5,5,5,5,4,4,5,5,5,5,3,12,12,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,1.003734818619649
1547,2,35,3,6,50,2,5,2,5,3,4,4,4,4,4,1,6,6,4,4,2,1,2,2,2,1,2,4,5,1,2,2,1,1,1,2,5,5,6,5,5,5,5,5,3,5,5,3,10,18,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.6846108993568883
1548,1,55,5,6,8,9,5,4,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",UP,0.5974823893889538
1549,1,38,3,5,15,12,4,4,5,6,5,5,6,4,3,3,6,4,4,4,4,2,3,3,3,5,5,5,5,3,3,5,2,2,3,3,6,5,6,6,6,4,6,1,5,6,5,5,10,18,1,6,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",MP,0.6790459643078017
1550,1,65,6,6,41,1,6,4,5,5,5,5,5,5,5,3,5,5,5,5,3,2,3,3,3,3,2,4,3,2,2,2,2,2,3,2,6,1,1,5,5,1,6,4,1,6,6,5,10,4,4,4,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",UP,1.2922383505608352
1551,1,63,5,2,17,9,6,2,4,3,5,5,3,4,2,5,4,2,5,5,4,2,3,2,3,2,2,4,3,2,3,3,1,2,2,2,1,1,4,4,4,4,1,4,4,4,4,4,10,8,8,8,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",JXCAT,0.7436599971131594
1552,1,46,4,2,39,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,10,1,6,12,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Otros,0.8370937864798088
1553,2,41,3,6,41,1,5,2,4,5,5,5,4,3,5,2,3,4,4,5,5,2,2,3,2,2,2,3,4,2,2,3,2,3,3,3,2,2,2,2,1,4,2,4,3,2,6,1,10,2,2,12,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Otros,0.7464453319899618
1554,1,50,4,4,8,9,4,4,4,4,5,5,5,5,5,5,2,3,2,4,3,2,2,1,2,2,1,4,3,1,1,2,1,1,1,2,4,5,4,5,5,4,4,4,5,5,5,5,10,14,14,15,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Otros,0.7377842050172744
1555,2,52,4,5,31,15,6,6,5,5,5,3,4,4,3,5,4,4,1,2,5,3,3,3,3,3,3,4,4,2,1,1,1,1,2,1,1,5,1,5,5,1,1,1,1,1,1,1,9,15,1,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Blanco,0.7768339026815477
1556,1,51,4,5,35,5,5,3,3,1,5,5,3,4,2,1,1,3,4,4,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,6,2,5,4,1,5,5,2,1,2,10,2,3,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.7202669928709567
1557,2,49,4,5,43,9,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,2,3,3,3,3,3,4,4,2,2,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,1,4,10,7,7,7,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",ERC,0.7050376440028273
1558,2,45,4,5,47,7,6,3,3,2,4,3,4,3,4,1,3,1,5,5,2,2,3,4,4,2,3,3,4,4,4,4,2,3,4,2,4,5,5,5,4,5,4,3,5,6,2,4,6,5,5,16,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Blanco,0.7595835675651532
1559,2,48,4,6,41,1,4,2,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,1,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,99,18,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX,0.6828450228098908
1560,2,38,3,6,28,13,4,5,4,3,3,4,4,4,3,1,4,3,3,4,3,3,3,3,2,2,2,3,3,2,2,2,3,2,2,2,5,5,5,5,5,4,5,5,3,5,5,5,8,3,3,3,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",CS,0.7335236189483303
1561,2,37,3,1,26,17,5,4,4,2,2,5,2,4,1,4,3,1,1,1,1,2,2,4,2,2,2,3,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,10,16,17,17,Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Nulo,1.1382800996675042
1562,2,62,5,1,2,8,5,6,4,3,5,4,4,3,3,2,3,4,4,4,4,3,2,2,2,1,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Menos de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",PP,1.0666557080897174
1563,1,60,5,5,1,16,6,4,5,5,5,5,5,5,5,5,5,3,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",UP,0.7754570692010724
1564,1,43,3,6,28,13,5,1,4,4,4,5,3,4,4,1,2,2,4,5,2,2,2,2,2,2,2,4,4,2,2,2,1,1,2,1,5,2,5,2,5,5,5,5,5,1,5,5,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",CS,0.7183611072930666
1565,1,42,3,3,2,8,3,7,4,3,3,5,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,4,4,4,4,1,4,4,4,4,4,4,7,12,12,12,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Otros,1.1885822829942958
1566,1,51,4,4,6,11,6,4,3,3,4,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,6,3,3,3,5,5,5,5,3,3,3,6,9,5,5,5,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",VOX,0.6567918334005989
1567,1,54,4,6,41,1,4,5,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,1,1,2,4,4,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,3,2,2,2,10,5,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX,0.7551297597744325
1568,1,27,2,4,29,1,5,4,4,2,4,4,3,3,1,1,2,3,3,5,1,1,1,4,2,1,3,4,3,2,2,2,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,10,19,17,20,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención,1.1329891132184138
1569,2,21,1,4,35,5,3,6,2,4,4,1,5,5,3,4,4,3,3,4,2,2,2,2,2,2,2,4,3,1,2,1,3,2,3,2,2,4,3,4,4,5,4,6,4,6,4,4,2,12,13,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",PSOE,1.2847994677157424
1570,2,37,3,4,46,10,4,7,4,4,3,4,4,3,3,3,3,3,3,3,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,5,5,6,5,5,5,5,5,5,5,5,5,4,18,16,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención,1.2620351781446333
1571,2,64,5,2,16,8,3,4,5,4,5,5,5,6,5,5,5,4,5,4,4,2,3,3,4,3,3,4,5,4,3,4,3,3,4,3,1,1,1,1,1,1,1,4,1,4,1,4,7,1,16,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE,0.7642669237755411
1572,2,36,3,6,28,13,5,5,3,2,6,3,2,6,6,6,2,6,1,3,1,2,2,5,2,1,1,5,5,2,5,1,5,1,5,1,6,6,6,5,5,6,6,6,6,6,6,6,1,19,17,20,Más de 10.000,Media baja / Baja,Estudiante,"Tercer grado, primer ciclo",Abstención,0.7335236189483303
1573,2,27,2,1,45,8,4,4,2,3,3,3,3,4,6,1,2,3,4,4,4,1,1,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP,1.2960454426660961
1574,2,32,2,5,35,5,4,7,4,3,3,5,1,4,3,1,1,3,1,1,2,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,8,12,12,12,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Otros,1.3606215775944779
1575,1,30,2,6,41,1,4,3,4,4,5,5,3,4,3,1,4,6,5,5,4,1,1,3,1,1,2,4,3,1,3,2,1,1,2,1,5,5,5,5,5,5,5,4,2,5,5,5,8,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",CS,1.04080967667501
1576,2,76,6,3,50,2,2,6,5,1,3,3,5,5,1,4,5,3,3,5,5,2,3,2,3,3,3,4,4,5,4,4,2,4,3,2,2,3,3,5,3,3,4,4,2,1,4,2,0,3,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PP,1.566617101532738
1577,1,35,3,6,29,1,4,1,3,4,3,4,3,5,3,4,2,5,4,3,4,3,3,2,2,3,3,4,4,3,4,2,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,2,6,5,8,5,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",VOX,0.8189598649839934
1578,1,38,3,2,15,12,4,4,5,4,5,5,3,5,5,4,5,4,4,5,4,3,3,3,3,2,2,4,4,2,3,2,3,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP,0.8122126753548694
1579,1,77,6,3,48,16,4,4,4,4,3,3,4,4,3,4,4,4,5,4,4,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PSOE,1.6842831197804358
1580,1,35,3,6,29,1,6,3,5,3,5,4,5,3,2,1,4,1,5,4,3,2,3,3,3,2,3,4,2,2,2,3,2,3,2,2,1,1,1,1,1,4,1,1,1,1,4,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.8271002811089503
1581,2,25,2,5,6,11,6,3,4,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,3,3,2,1,1,2,2,14,3,13,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Otros,0.8650882867453998
1582,2,51,4,1,11,1,3,7,5,5,5,5,5,4,4,3,5,4,5,5,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PSOE,1.577681757127822
1583,2,36,3,2,20,16,5,3,3,3,5,5,6,5,6,2,6,3,5,4,4,5,5,3,2,2,2,3,3,1,1,1,5,2,1,1,5,6,6,6,4,5,5,4,4,6,5,6,10,10,10,10,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",BILDU,1.165173240820385
1584,2,57,5,4,8,9,4,7,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,2,4,2,2,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",UP,1.1512292043772128
1585,2,45,4,3,23,1,6,5,4,3,5,4,3,2,3,1,2,2,1,4,3,1,2,2,1,1,1,5,5,1,2,2,2,2,1,1,2,2,2,2,2,5,2,2,3,2,5,3,10,2,5,2,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",PP,0.8824027859300885
1586,1,54,4,3,8,9,4,6,4,3,4,3,4,4,4,4,3,3,2,4,4,3,3,3,3,2,3,3,2,2,3,3,2,3,3,2,1,1,1,1,6,1,1,6,1,6,1,6,7,1,16,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE,0.7789313532323544
1587,2,63,5,3,17,9,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.6981848061430757
1588,1,56,5,5,15,12,5,4,4,3,2,4,3,3,5,2,3,3,1,1,1,1,1,1,1,1,1,4,4,2,2,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,17,15,18,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",Abstención,0.6217090760315321
1589,2,48,4,5,3,10,4,7,5,3,3,2,3,4,4,1,3,1,3,4,2,1,1,2,1,1,2,4,4,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PP,0.961145399555612
1590,1,60,5,4,29,1,6,4,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,3,2,2,3,10,18,14,16,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Blanco,0.8243290764073946
1591,1,57,5,5,11,1,4,5,1,5,4,3,5,4,4,4,4,5,5,5,5,3,3,3,3,3,4,3,3,4,4,3,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE,0.777583624534237
1592,1,54,4,5,23,1,4,3,3,3,1,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.7784736854002297
1593,1,48,4,1,31,15,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,0,17,15,18,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",Abstención,1.0004219048706893
1594,1,25,2,4,28,13,6,5,6,5,5,1,6,6,6,6,6,6,6,1,6,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,17,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,1.1260532472045137
1595,2,49,4,6,28,13,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,4,4,3,4,3,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,1,10,4,4,4,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",UP,0.5922229675686412
1596,2,27,2,3,8,9,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,19,15,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.9596116490541873
1597,1,37,3,6,8,9,5,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,6,5,6,5,3,6,5,3,0,17,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención,0.6600155515645223
1598,1,42,3,1,25,9,4,3,4,4,4,4,3,4,4,3,4,3,3,5,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE,1.1249495852569893
1599,2,42,3,1,46,10,6,4,4,5,4,5,3,4,3,6,2,3,1,1,3,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,4,5,5,4,4,5,5,5,4,5,4,4,10,12,12,12,Menos de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Otros,1.007519593616027
1600,1,52,4,2,33,3,4,5,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,5,5,5,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,0,17,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.9632008512698947
1601,1,54,4,5,9,7,8,3,2,3,4,1,2,2,1,1,2,3,1,3,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.7497890531171606
1602,2,58,5,6,8,9,4,5,3,5,5,5,4,4,5,2,3,3,3,5,3,1,2,1,2,2,2,4,4,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,0,17,16,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.685826990297572
1603,2,48,4,3,30,14,6,7,4,4,4,4,4,4,4,6,4,4,3,4,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,5,18,4,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",Blanco,1.1915651009724149
1604,2,54,4,2,41,1,4,2,5,5,1,6,5,5,6,6,1,5,1,4,6,1,1,2,3,2,3,2,5,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,18,16,19,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.8403387011899357
1605,2,73,6,5,28,13,2,2,5,5,4,4,5,5,5,2,5,4,4,5,4,3,3,3,4,3,3,5,5,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",UP,1.1949177290421706
1606,1,44,3,5,35,5,6,3,5,4,5,4,4,4,5,4,4,4,4,5,4,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,14,14,11,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Otros,0.7873527911246941
1607,2,67,6,5,20,16,6,6,4,4,5,5,5,5,5,3,6,3,5,5,5,1,2,3,3,2,5,3,4,2,3,2,2,2,3,1,1,1,1,1,1,5,2,1,5,2,5,2,10,9,9,9,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",PNV,1.721605016665028
1608,2,37,3,5,43,9,6,5,4,3,5,5,4,5,5,4,5,5,5,5,5,2,3,4,3,3,3,2,2,4,4,4,2,3,3,4,5,5,1,5,1,4,5,4,1,1,5,5,8,7,7,7,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",ERC,0.7707049779428925
1609,2,51,4,2,28,13,4,2,5,3,5,5,4,5,4,3,4,4,5,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.7371138265729519
1610,1,49,4,1,10,11,5,4,5,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,6,1,4,4,4,4,1,4,4,4,1,4,5,1,1,1,Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PSOE,0.8069411641299281
1611,2,35,3,6,41,1,6,6,4,3,5,4,4,4,3,1,4,4,5,5,4,5,3,5,5,5,5,5,2,5,5,5,2,5,5,5,6,6,6,5,6,6,6,6,5,6,5,6,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PSOE,0.8348530963958182
1612,1,64,5,6,50,2,6,2,3,4,4,4,3,1,3,1,3,3,1,4,1,2,2,2,1,1,1,3,3,2,2,2,2,2,2,3,5,2,2,2,5,5,2,5,5,5,5,5,10,18,3,3,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",CS,0.61872174365081
1613,1,67,6,5,18,1,7,2,5,5,5,5,5,5,5,3,5,5,5,5,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE,1.344687435345916
1614,2,25,2,6,28,13,7,1,3,5,4,5,4,5,2,4,4,4,2,4,2,2,1,2,4,1,2,3,3,2,2,2,1,2,2,2,4,2,2,2,4,2,2,4,4,1,1,4,2,16,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS,0.9157826883451347
1615,2,59,5,4,33,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,99,18,16,19,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.8655659007877428
1616,2,34,2,5,3,10,7,4,5,4,5,4,4,5,5,3,4,3,5,5,3,2,3,3,3,3,3,5,3,5,3,2,5,5,5,5,1,1,1,1,1,1,6,1,1,5,1,1,10,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.8591045445498311
