MAGNITUD,ANO,MES,DIA,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
7,2021,5,13,1.0,1.0,1.0,1.0,1.0,2.0,7.0,47.0,14.0,11.0,15.0,10.0,8.0,7.0,19.0,10.0,17.0,36.0,50.0,10.0,10.0,8.0,8.0,2.0
8,2021,5,13,15.0,8.0,6.0,4.0,5.0,10.0,22.0,68.0,49.0,31.0,32.0,22.0,17.0,21.0,38.0,24.0,27.0,42.0,42.0,21.0,19.0,18.0,18.0,11.0
9,2021,5,13,2.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,8.0,11.0,3.0,5.0,9.0,5.0,5.0,5.0,6.0,9.0,4.0,5.0,4.0,4.0,1.0,3.0
10,2021,5,13,4.0,3.0,4.0,5.0,2.0,5.0,6.0,3.0,13.0,16.0,8.0,11.0,13.0,10.0,9.0,9.0,9.0,15.0,22.0,13.0,10.0,8.0,5.0,7.0
12,2021,5,13,17.0,9.0,7.0,6.0,6.0,12.0,34.0,143.0,71.0,49.0,55.0,37.0,29.0,32.0,66.0,38.0,53.0,97.0,130.0,37.0,34.0,30.0,31.0,15.0
14,2021,5,13,78.62,82.86,82.21,83.46,83.25,79.01,63.68,29.71,36.72,58.5,58.17,69.98,79.24,77.07,66.91,80.47,71.81,60.86,59.66,108.1,61.97,63.48,61.82,63.12
6,2021,5,14,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2
7,2021,5,14,1.0,1.0,1.0,1.0,1.0,1.0,8.0,28.0,10.0,9.0,9.0,6.0,11.0,6.0,8.0,5.0,7.0,12.0,13.0,17.0,7.0,9.0,9.0,6.0
8,2021,5,14,8.0,6.0,5.0,6.0,5.0,8.0,33.0,56.0,38.0,25.0,21.0,16.0,19.0,16.0,17.0,15.0,17.0,25.0,28.0,37.0,37.0,36.0,27.0,28.0
9,2021,5,14,11.0,6.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,6.0,6.0,4.0
10,2021,5,14,13.0,9.0,8.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,4.0,3.0,1.0,6.0,2.0,10.0,2.0,7.0,7.0,1.0,2.0,9.0,9.0,8.0
12,2021,5,14,10.0,7.0,7.0,8.0,6.0,10.0,45.0,99.0,53.0,39.0,35.0,25.0,36.0,26.0,29.0,23.0,27.0,44.0,48.0,63.0,49.0,50.0,42.0,37.0
14,2021,5,14,80.29,87.88,87.2,81.57,80.06,74.67,53.49,33.39,47.91,60.67,68.73,77.18,78.21,86.75,89.62,91.42,97.27,87.14,79.02,74.94,71.36,65.51,67.27,62.01
6,2021,5,15,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
7,2021,5,15,4.0,4.0,2.0,1.0,1.0,1.0,5.0,19.0,15.0,7.0,9.0,8.0,8.0,7.0,8.0,5.0,6.0,8.0,9.0,6.0,10.0,7.0,9.0,4.0
8,2021,5,15,39.0,40.0,29.0,18.0,15.0,10.0,34.0,54.0,43.0,22.0,21.0,18.0,16.0,14.0,15.0,12.0,11.0,13.0,15.0,14.0,18.0,24.0,31.0,20.0
9,2021,5,15,7.0,4.0,4.0,1.0,5.0,6.0,2.0,6.0,8.0,7.0,6.0,6.0,8.0,2.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,7.0,7.0
10,2021,5,15,11.0,9.0,10.0,5.0,10.0,10.0,4.0,10.0,13.0,12.0,10.0,11.0,12.0,5.0,11.0,11.0,10.0,9.0,9.0,10.0,11.0,11.0,13.0,12.0
12,2021,5,15,44.0,46.0,32.0,20.0,17.0,12.0,42.0,83.0,66.0,32.0,34.0,31.0,29.0,24.0,27.0,19.0,19.0,25.0,29.0,22.0,33.0,34.0,44.0,26.0
14,2021,5,15,46.62,40.06,47.53,53.58,55.29,56.6,34.19,16.05,26.21,49.63,55.99,62.45,63.79,66.51,71.13,72.01,64.27,58.76,52.15,43.91,48.35,40.65,31.95,36.47
6,2021,5,16,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2
7,2021,5,16,4.0,1.0,1.0,1.0,11.0,1.0,1.0,2.0,10.0,5.0,5.0,7.0,7.0,8.0,10.0,5.0,5.0,5.0,10.0,6.0,9.0,4.0,3.0,2.0
8,2021,5,16,20.0,12.0,10.0,9.0,13.0,8.0,10.0,12.0,15.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,7.0,8.0,12.0,11.0,16.0,17.0,15.0,11.0
9,2021,5,16,6.0,2.0,3.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,6.0,1.0,2.0,7.0,5.0,9.0,8.0,8.0,9.0,6.0,3.0,2.0,2.0,4.0
10,2021,5,16,11.0,5.0,6.0,1.0,3.0,5.0,8.0,8.0,3.0,2.0,8.0,4.0,3.0,11.0,8.0,11.0,11.0,10.0,12.0,9.0,6.0,5.0,4.0,6.0
12,2021,5,16,26.0,14.0,12.0,10.0,30.0,9.0,12.0,15.0,31.0,15.0,15.0,21.0,21.0,22.0,25.0,16.0,14.0,16.0,28.0,20.0,30.0,24.0,20.0,14.0
14,2021,5,16,33.49,34.99,32.87,29.26,27.13,26.07,22.4,21.53,20.67,28.88,33.34,36.06,39.86,41.89,43.56,43.79,40.33,37.92,34.91,36.68,33.78,31.66,33.81,38.0
6,2021,5,17,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
7,2021,5,17,1.0,2.0,1.0,1.0,1.0,1.0,3.0,12.0,30.0,19.0,15.0,14.0,14.0,11.0,10.0,7.0,21.0,20.0,13.0,8.0,7.0,8.0,4.0,12.0
8,2021,5,17,11.0,10.0,5.0,4.0,3.0,7.0,24.0,40.0,56.0,42.0,38.0,35.0,34.0,32.0,29.0,22.0,28.0,29.0,26.0,27.0,27.0,41.0,45.0,59.0
9,2021,5,17,4.0,1.0,3.0,3.0,4.0,2.0,6.0,3.0,5.0,9.0,9.0,10.0,6.0,10.0,7.0,12.0,3.0,9.0,16.0,8.0,5.0,1.0,2.0,4.0
10,2021,5,17,5.0,3.0,4.0,4.0,8.0,3.0,8.0,6.0,9.0,16.0,17.0,17.0,13.0,15.0,14.0,14.0,6.0,14.0,19.0,11.0,9.0,4.0,7.0,8.0
12,2021,5,17,13.0,13.0,7.0,6.0,5.0,8.0,29.0,59.0,102.0,71.0,62.0,56.0,56.0,49.0,44.0,33.0,61.0,60.0,45.0,39.0,37.0,53.0,50.0,78.0
14,2021,5,17,42.59,45.49,65.01,76.43,81.59,78.86,63.29,50.6,34.97,49.84,56.13,63.44,71.53,84.2,96.16,102.8,88.63,83.81,86.04,79.58,73.88,65.48,57.95,39.94
6,2021,5,18,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2021,5,18,9.0,3.0,4.0,1.0,1.0,3.0,5.0,21.0,37.0,64.0,27.0,27.0,9.0,14.0,9.0,8.0,5.0,7.0,11.0,8.0,5.0,5.0,4.0,1.0
8,2021,5,18,58.0,43.0,29.0,34.0,31.0,38.0,37.0,53.0,64.0,75.0,59.0,54.0,19.0,21.0,19.0,17.0,15.0,17.0,23.0,19.0,17.0,20.0,18.0,11.0
9,2021,5,18,4.0,8.0,16.0,6.0,7.0,6.0,8.0,7.0,9.0,15.0,19.0,14.0,3.0,3.0,5.0,3.0,5.0,4.0,8.0,4.0,2.0,5.0,4.0,3.0
10,2021,5,18,11.0,19.0,25.0,11.0,11.0,10.0,12.0,12.0,15.0,27.0,34.0,25.0,9.0,7.0,10.0,9.0,11.0,9.0,14.0,11.0,8.0,9.0,8.0,6.0
12,2021,5,18,71.0,47.0,35.0,36.0,33.0,43.0,45.0,86.0,122.0,173.0,101.0,96.0,33.0,42.0,33.0,30.0,23.0,27.0,39.0,31.0,25.0,28.0,24.0,13.0
14,2021,5,18,33.13,53.89,55.98,43.77,42.64,35.85,34.6,20.02,17.39,22.2,42.13,55.37,79.98,78.99,80.31,83.85,81.37,71.92,60.39,60.7,58.47,51.85,54.36,63.33
6,2021,5,19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3
7,2021,5,19,1.0,1.0,1.0,1.0,1.0,7.0,4.0,17.0,21.0,16.0,15.0,10.0,10.0,8.0,11.0,11.0,10.0,11.0,15.0,16.0,18.0,10.0,8.0,3.0
8,2021,5,19,8.0,4.0,4.0,5.0,15.0,38.0,25.0,42.0,40.0,33.0,30.0,23.0,27.0,24.0,29.0,34.0,34.0,42.0,53.0,56.0,70.0,57.0,39.0,35.0
9,2021,5,19,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,6.0,8.0,3.0,3.0,4.0,4.0,7.0,3.0,6.0,8.0,5.0,6.0,8.0,1.0,5.0,3.0
10,2021,5,19,5.0,7.0,11.0,7.0,5.0,10.0,9.0,9.0,10.0,14.0,9.0,7.0,9.0,8.0,11.0,9.0,12.0,14.0,12.0,13.0,14.0,4.0,11.0,7.0
12,2021,5,19,10.0,6.0,5.0,7.0,17.0,48.0,32.0,67.0,71.0,58.0,53.0,38.0,42.0,37.0,46.0,50.0,49.0,58.0,76.0,80.0,98.0,73.0,52.0,39.0
14,2021,5,19,74.53,82.5,80.82,77.56,63.0,38.26,55.96,35.71,36.41,48.8,57.1,71.27,74.56,85.38,92.63,99.51,104.5,101.4,91.2,85.58,65.41,57.75,66.08,67.68
6,2021,5,20,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.9,1.4,0.8
7,2021,5,20,3.0,5.0,2.0,1.0,1.0,1.0,5.0,37.0,48.0,24.0,17.0,14.0,16.0,9.0,15.0,9.0,7.0,16.0,45.0,21.0,15.0,93.0,121.0,56.0
8,2021,5,20,25.0,15.0,14.0,11.0,14.0,13.0,29.0,62.0,75.0,53.0,41.0,33.0,32.0,29.0,39.0,33.0,31.0,45.0,62.0,57.0,68.0,124.0,126.0,109.0
9,2021,5,20,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,10.0,11.0,6.0,7.0,11.0,7.0,5.0,5.0,5.0,2.0,9.0,16.0,3.0,7.0,20.0,18.0
10,2021,5,20,8.0,8.0,6.0,6.0,9.0,5.0,7.0,8.0,14.0,20.0,15.0,18.0,23.0,18.0,15.0,15.0,14.0,7.0,25.0,29.0,8.0,18.0,33.0,31.0
12,2021,5,20,29.0,22.0,17.0,13.0,16.0,15.0,37.0,118.0,149.0,89.0,68.0,55.0,57.0,43.0,60.0,47.0,42.0,69.0,131.0,90.0,91.0,267.0,311.0,196.0
14,2021,5,20,76.32,79.42,72.83,68.08,60.84,59.63,45.16,28.06,24.0,42.57,53.8,62.56,71.47,85.64,99.95,106.4,110.6,101.4,84.01,74.21,57.79,12.86,10.44,7.0
6,2021,5,21,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2
7,2021,5,21,25.0,19.0,6.0,3.0,19.0,24.0,15.0,46.0,49.0,60.0,37.0,21.0,9.0,15.0,21.0,21.0,31.0,25.0,32.0,43.0,9.0,12.0,3.0,2.0
8,2021,5,21,91.0,86.0,65.0,48.0,70.0,73.0,52.0,63.0,69.0,74.0,64.0,50.0,29.0,31.0,35.0,39.0,48.0,40.0,50.0,53.0,31.0,31.0,22.0,15.0
9,2021,5,21,15.0,14.0,25.0,17.0,15.0,14.0,13.0,13.0,13.0,15.0,15.0,16.0,9.0,14.0,16.0,11.0,8.0,3.0,4.0,8.0,6.0,4.0,5.0,5.0
10,2021,5,21,27.0,28.0,37.0,27.0,24.0,25.0,24.0,20.0,25.0,36.0,35.0,30.0,21.0,22.0,25.0,19.0,19.0,19.0,19.0,18.0,12.0,9.0,8.0,8.0
12,2021,5,21,129.0,115.0,74.0,53.0,99.0,110.0,74.0,134.0,143.0,165.0,120.0,82.0,43.0,54.0,67.0,72.0,95.0,78.0,100.0,119.0,44.0,49.0,28.0,18.0
14,2021,5,21,7.59,7.51,16.31,20.91,7.22,5.64,12.53,12.54,13.85,17.67,31.59,53.4,87.88,92.2,81.85,79.92,68.85,63.1,56.91,52.88,63.39,58.72,55.27,60.73
6,2021,5,22,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
7,2021,5,22,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,7.0,9.0,9.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,6.0,5.0
8,2021,5,22,12.0,14.0,9.0,7.0,8.0,8.0,8.0,11.0,15.0,19.0,18.0,17.0,19.0,23.0,17.0,11.0,9.0,11.0,15.0,19.0,20.0,30.0,40.0,34.0
9,2021,5,22,6.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,6.0,3.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,2.0,6.0,3.0,7.0
10,2021,5,22,9.0,7.0,7.0,4.0,8.0,6.0,8.0,6.0,8.0,4.0,9.0,12.0,5.0,8.0,10.0,8.0,6.0,9.0,4.0,10.0,8.0,11.0,6.0,13.0
12,2021,5,22,14.0,16.0,11.0,9.0,10.0,9.0,10.0,13.0,18.0,25.0,25.0,27.0,32.0,37.0,24.0,14.0,12.0,16.0,20.0,24.0,24.0,36.0,49.0,41.0
14,2021,5,22,61.54,59.24,64.35,72.81,74.87,82.9,84.65,80.49,79.88,81.55,86.56,91.81,94.6,98.26,101.6,110.1,104.5,103.7,95.65,87.86,93.29,84.9,68.61,66.5
6,2021,5,23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2021,5,23,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,6.0,8.0,7.0,7.0,4.0,4.0,3.0,6.0,4.0,4.0,5.0,6.0,2.0
8,2021,5,23,27.0,24.0,12.0,10.0,9.0,8.0,10.0,13.0,18.0,19.0,19.0,22.0,25.0,21.0,19.0,16.0,16.0,17.0,29.0,25.0,33.0,42.0,45.0,45.0
9,2021,5,23,5.0,1.0,4.0,1.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,7.0,8.0,11.0,7.0,5.0,2.0,7.0,3.0,2.0,9.0,5.0
10,2021,5,23,10.0,6.0,8.0,2.0,6.0,9.0,7.0,5.0,6.0,8.0,6.0,4.0,7.0,12.0,14.0,16.0,12.0,11.0,6.0,10.0,7.0,3.0,15.0,9.0
12,2021,5,23,34.0,31.0,14.0,11.0,10.0,9.0,13.0,17.0,24.0,26.0,27.0,31.0,38.0,32.0,29.0,22.0,22.0,21.0,39.0,31.0,40.0,50.0,55.0,48.0
14,2021,5,23,72.94,68.68,76.77,77.83,75.08,76.05,69.93,62.09,57.32,55.98,57.47,56.36,57.84,67.5,73.29,82.35,86.25,89.49,80.56,83.41,74.43,62.97,50.35,46.26
6,2021,5,24,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2
7,2021,5,24,4.0,3.0,1.0,1.0,1.0,1.0,9.0,18.0,12.0,10.0,8.0,7.0,7.0,6.0,5.0,6.0,9.0,7.0,8.0,9.0,10.0,13.0,5.0,1.0
8,2021,5,24,51.0,50.0,20.0,12.0,9.0,10.0,33.0,54.0,46.0,32.0,22.0,17.0,16.0,16.0,16.0,17.0,19.0,21.0,23.0,25.0,26.0,49.0,34.0,24.0
9,2021,5,24,7.0,9.0,9.0,2.0,6.0,2.0,6.0,4.0,7.0,2.0,7.0,1.0,4.0,2.0,4.0,1.0,6.0,6.0,4.0,9.0,9.0,4.0,6.0,4.0
10,2021,5,24,11.0,13.0,12.0,4.0,9.0,4.0,9.0,10.0,12.0,8.0,12.0,5.0,9.0,6.0,8.0,2.0,8.0,9.0,7.0,12.0,12.0,7.0,9.0,7.0
12,2021,5,24,57.0,55.0,22.0,13.0,10.0,12.0,47.0,81.0,65.0,48.0,34.0,27.0,27.0,25.0,24.0,27.0,33.0,32.0,35.0,40.0,41.0,69.0,41.0,26.0
14,2021,5,24,35.88,27.44,56.45,57.23,63.16,68.48,47.94,33.44,46.64,59.13,67.49,74.49,74.65,77.02,78.03,75.2,72.71,72.64,71.65,67.77,66.49,43.38,56.56,67.1
6,2021,5,25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.2
7,2021,5,25,1.0,1.0,1.0,1.0,2.0,2.0,8.0,20.0,26.0,28.0,18.0,17.0,11.0,8.0,6.0,7.0,7.0,7.0,7.0,9.0,6.0,10.0,15.0,4.0
8,2021,5,25,16.0,19.0,10.0,15.0,23.0,18.0,31.0,51.0,51.0,51.0,38.0,37.0,31.0,26.0,22.0,29.0,29.0,29.0,35.0,41.0,48.0,79.0,61.0,29.0
9,2021,5,25,2.0,2.0,1.0,3.0,4.0,5.0,4.0,8.0,12.0,10.0,9.0,7.0,7.0,5.0,10.0,4.0,8.0,10.0,10.0,10.0,7.0,11.0,6.0,5.0
10,2021,5,25,5.0,9.0,5.0,6.0,8.0,10.0,8.0,14.0,19.0,19.0,18.0,16.0,16.0,11.0,16.0,10.0,14.0,17.0,17.0,17.0,13.0,17.0,15.0,12.0
12,2021,5,25,17.0,21.0,12.0,16.0,25.0,21.0,43.0,81.0,91.0,94.0,66.0,62.0,49.0,39.0,32.0,39.0,40.0,40.0,45.0,55.0,58.0,94.0,84.0,35.0
14,2021,5,25,77.89,74.47,89.85,79.54,63.48,64.51,47.04,30.99,29.08,31.29,47.2,60.22,73.93,86.67,92.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021,5,26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
7,2021,5,26,3.0,2.0,1.0,1.0,1.0,2.0,6.0,14.0,16.0,19.0,13.0,10.0,9.0,7.0,7.0,7.0,6.0,6.0,6.0,12.0,6.0,3.0,3.0,3.0
8,2021,5,26,23.0,16.0,15.0,12.0,11.0,17.0,36.0,52.0,56.0,53.0,36.0,29.0,26.0,26.0,26.0,26.0,26.0,25.0,27.0,45.0,37.0,47.0,62.0,39.0
9,2021,5,26,9.0,8.0,9.0,9.0,5.0,7.0,7.0,9.0,8.0,9.0,4.0,9.0,9.0,5.0,8.0,11.0,5.0,3.0,8.0,15.0,8.0,7.0,13.0,14.0
10,2021,5,26,15.0,14.0,14.0,13.0,9.0,11.0,12.0,15.0,13.0,17.0,12.0,17.0,17.0,13.0,17.0,20.0,12.0,9.0,13.0,21.0,14.0,13.0,19.0,19.0
12,2021,5,26,27.0,18.0,16.0,13.0,12.0,20.0,46.0,73.0,82.0,81.0,55.0,45.0,39.0,37.0,36.0,36.0,36.0,34.0,37.0,63.0,47.0,52.0,67.0,44.0
6,2021,5,27,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.4,0.3
7,2021,5,27,4.0,2.0,1.0,1.0,2.0,3.0,11.0,34.0,35.0,27.0,18.0,13.0,15.0,12.0,10.0,9.0,8.0,17.0,14.0,21.0,18.0,8.0,11.0,6.0
8,2021,5,27,41.0,30.0,19.0,17.0,22.0,21.0,39.0,65.0,66.0,57.0,48.0,40.0,44.0,36.0,40.0,36.0,36.0,52.0,51.0,73.0,78.0,74.0,84.0,52.0
9,2021,5,27,11.0,10.0,11.0,10.0,5.0,4.0,3.0,5.0,11.0,12.0,9.0,10.0,9.0,9.0,6.0,10.0,10.0,4.0,17.0,29.0,27.0,10.0,9.0,11.0
10,2021,5,27,17.0,16.0,16.0,14.0,10.0,8.0,6.0,9.0,17.0,21.0,20.0,21.0,20.0,22.0,17.0,19.0,17.0,11.0,24.0,37.0,37.0,20.0,19.0,21.0
12,2021,5,27,47.0,34.0,21.0,19.0,25.0,26.0,56.0,117.0,120.0,99.0,75.0,60.0,67.0,55.0,56.0,51.0,49.0,77.0,73.0,105.0,106.0,87.0,101.0,62.0
6,2021,5,28,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.2
7,2021,5,28,4.0,2.0,1.0,1.0,1.0,2.0,9.0,23.0,18.0,15.0,25.0,22.0,12.0,8.0,12.0,9.0,9.0,9.0,10.0,6.0,19.0,10.0,9.0,6.0
8,2021,5,28,34.0,16.0,15.0,15.0,17.0,22.0,40.0,61.0,59.0,58.0,63.0,57.0,40.0,35.0,43.0,41.0,38.0,39.0,50.0,39.0,62.0,60.0,43.0,36.0
9,2021,5,28,12.0,4.0,3.0,7.0,13.0,10.0,13.0,15.0,8.0,12.0,14.0,15.0,15.0,10.0,16.0,17.0,14.0,11.0,3.0,4.0,3.0,12.0,9.0,2.0
10,2021,5,28,21.0,13.0,9.0,13.0,18.0,15.0,16.0,18.0,12.0,18.0,21.0,24.0,23.0,17.0,23.0,24.0,22.0,18.0,10.0,9.0,6.0,17.0,14.0,6.0
12,2021,5,28,40.0,18.0,17.0,16.0,20.0,25.0,54.0,97.0,86.0,81.0,102.0,91.0,58.0,48.0,62.0,55.0,51.0,53.0,66.0,47.0,91.0,75.0,58.0,44.0
6,2021,5,29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4
7,2021,5,29,5.0,4.0,3.0,1.0,1.0,2.0,2.0,9.0,12.0,16.0,11.0,9.0,6.0,8.0,5.0,4.0,4.0,6.0,4.0,8.0,5.0,16.0,9.0,10.0
8,2021,5,29,34.0,29.0,28.0,24.0,19.0,22.0,25.0,30.0,32.0,36.0,31.0,32.0,27.0,29.0,21.0,20.0,22.0,24.0,22.0,35.0,37.0,81.0,72.0,75.0
9,2021,5,29,7.0,4.0,7.0,7.0,7.0,6.0,8.0,6.0,9.0,10.0,8.0,7.0,7.0,2.0,11.0,8.0,11.0,11.0,4.0,7.0,7.0,11.0,20.0,18.0
10,2021,5,29,10.0,7.0,9.0,8.0,9.0,9.0,11.0,9.0,14.0,16.0,14.0,15.0,14.0,7.0,17.0,14.0,17.0,18.0,9.0,15.0,14.0,18.0,31.0,28.0
12,2021,5,29,41.0,35.0,32.0,26.0,20.0,25.0,28.0,44.0,50.0,61.0,48.0,46.0,37.0,42.0,28.0,26.0,29.0,34.0,28.0,47.0,44.0,105.0,86.0,91.0
6,2021,5,30,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
7,2021,5,30,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,8.0,6.0,6.0,5.0,4.0,3.0,4.0,6.0,6.0,9.0,8.0,5.0,5.0
8,2021,5,30,59.0,22.0,13.0,9.0,8.0,8.0,12.0,16.0,21.0,21.0,18.0,22.0,21.0,25.0,21.0,17.0,12.0,16.0,22.0,24.0,30.0,35.0,52.0,34.0
9,2021,5,30,17.0,14.0,12.0,6.0,8.0,6.0,4.0,2.0,3.0,6.0,5.0,11.0,6.0,4.0,14.0,20.0,21.0,5.0,7.0,8.0,13.0,14.0,10.0,14.0
10,2021,5,30,26.0,24.0,22.0,12.0,13.0,9.0,7.0,6.0,8.0,11.0,12.0,19.0,13.0,12.0,22.0,27.0,29.0,13.0,15.0,16.0,20.0,21.0,18.0,23.0
12,2021,5,30,69.0,27.0,16.0,11.0,10.0,10.0,14.0,19.0,26.0,29.0,26.0,34.0,30.0,35.0,29.0,22.0,17.0,22.0,31.0,33.0,44.0,47.0,60.0,42.0
6,2021,5,31,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2021,5,31,3.0,2.0,2.0,1.0,1.0,2.0,6.0,14.0,18.0,25.0,16.0,12.0,14.0,11.0,9.0,9.0,16.0,14.0,16.0,18.0,15.0,11.0,4.0,5.0
8,2021,5,31,24.0,18.0,18.0,16.0,14.0,16.0,33.0,50.0,50.0,54.0,39.0,35.0,43.0,37.0,31.0,29.0,36.0,33.0,35.0,36.0,47.0,44.0,26.0,37.0
9,2021,5,31,13.0,14.0,10.0,11.0,3.0,8.0,8.0,8.0,7.0,7.0,12.0,8.0,9.0,11.0,3.0,12.0,13.0,18.0,21.0,9.0,5.0,9.0,25.0,27.0
10,2021,5,31,20.0,19.0,15.0,16.0,7.0,11.0,14.0,14.0,18.0,23.0,28.0,23.0,25.0,26.0,17.0,26.0,28.0,37.0,39.0,27.0,35.0,24.0,36.0,34.0
12,2021,5,31,28.0,22.0,21.0,18.0,16.0,19.0,43.0,72.0,77.0,92.0,63.0,54.0,65.0,54.0,46.0,43.0,61.0,55.0,59.0,64.0,70.0,61.0,32.0,45.0
6,2021,6,1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3
7,2021,6,1,3.0,2.0,2.0,2.0,1.0,2.0,7.0,20.0,32.0,33.0,22.0,17.0,9.0,12.0,10.0,7.0,8.0,9.0,8.0,7.0,9.0,6.0,4.0,5.0
8,2021,6,1,28.0,20.0,22.0,15.0,13.0,16.0,33.0,52.0,59.0,47.0,39.0,38.0,24.0,26.0,29.0,21.0,25.0,23.0,22.0,27.0,32.0,33.0,28.0,36.0
9,2021,6,1,26.0,14.0,15.0,16.0,20.0,10.0,9.0,15.0,10.0,11.0,17.0,25.0,17.0,6.0,2.0,1.0,9.0,9.0,1.0,24.0,20.0,10.0,8.0,6.0
10,2021,6,1,35.0,21.0,21.0,20.0,26.0,14.0,13.0,18.0,16.0,20.0,27.0,37.0,29.0,18.0,15.0,9.0,18.0,18.0,7.0,34.0,27.0,17.0,15.0,13.0
12,2021,6,1,32.0,22.0,26.0,18.0,15.0,19.0,44.0,82.0,108.0,97.0,72.0,64.0,38.0,44.0,45.0,32.0,38.0,37.0,34.0,38.0,46.0,43.0,34.0,43.0
