Emo,CLDR Short Name,Other Keywords,theme,category,№,Code,sentimiento,confianzaSentimiento
🇨🇾,flag: Cyprus,flag,Flags,country-flag,1538,U+1F1E8 U+1F1FE,POSITIVE,0.8545490503311157
🇨🇿,flag: Czechia,flag,Flags,country-flag,1539,U+1F1E8 U+1F1FF,POSITIVE,0.8545490503311157
🇩🇪,flag: Germany,flag,Flags,country-flag,1540,U+1F1E9 U+1F1EA,POSITIVE,0.8545490503311157
🇩🇬,flag: Diego Garcia,flag,Flags,country-flag,1541,U+1F1E9 U+1F1EC,POSITIVE,0.8545490503311157
🇩🇯,flag: Djibouti,flag,Flags,country-flag,1542,U+1F1E9 U+1F1EF,POSITIVE,0.8545490503311157
🇩🇰,flag: Denmark,flag,Flags,country-flag,1543,U+1F1E9 U+1F1F0,POSITIVE,0.8545490503311157
🇩🇲,flag: Dominica,flag,Flags,country-flag,1544,U+1F1E9 U+1F1F2,POSITIVE,0.8545490503311157
🇩🇴,flag: Dominican Republic,flag,Flags,country-flag,1545,U+1F1E9 U+1F1F4,POSITIVE,0.8545490503311157
🇩🇿,flag: Algeria,flag,Flags,country-flag,1546,U+1F1E9 U+1F1FF,POSITIVE,0.8545490503311157
🇪🇦,flag: Ceuta & Melilla,flag,Flags,country-flag,1547,U+1F1EA U+1F1E6,POSITIVE,0.8545490503311157
🇪🇨,flag: Ecuador,flag,Flags,country-flag,1548,U+1F1EA U+1F1E8,POSITIVE,0.8545490503311157
🇪🇪,flag: Estonia,flag,Flags,country-flag,1549,U+1F1EA U+1F1EA,POSITIVE,0.8545490503311157
🇪🇬,flag: Egypt,flag,Flags,country-flag,1550,U+1F1EA U+1F1EC,POSITIVE,0.8545490503311157
🇪🇭,flag: Western Sahara,flag,Flags,country-flag,1551,U+1F1EA U+1F1ED,POSITIVE,0.8545490503311157
🇪🇷,flag: Eritrea,flag,Flags,country-flag,1552,U+1F1EA U+1F1F7,POSITIVE,0.8545490503311157
🇪🇸,flag: Spain,flag,Flags,country-flag,1553,U+1F1EA U+1F1F8,POSITIVE,0.8545490503311157
🇪🇹,flag: Ethiopia,flag,Flags,country-flag,1554,U+1F1EA U+1F1F9,POSITIVE,0.8545490503311157
🇪🇺,flag: European Union,flag,Flags,country-flag,1555,U+1F1EA U+1F1FA,POSITIVE,0.8545490503311157
🇫🇮,flag: Finland,flag,Flags,country-flag,1556,U+1F1EB U+1F1EE,POSITIVE,0.8545490503311157
🇫🇯,flag: Fiji,flag,Flags,country-flag,1557,U+1F1EB U+1F1EF,POSITIVE,0.8545490503311157
🇫🇰,flag: Falkland Islands,flag,Flags,country-flag,1558,U+1F1EB U+1F1F0,POSITIVE,0.8545490503311157
🇫🇲,flag: Micronesia,flag,Flags,country-flag,1559,U+1F1EB U+1F1F2,POSITIVE,0.8545490503311157
🇫🇴,flag: Faroe Islands,flag,Flags,country-flag,1560,U+1F1EB U+1F1F4,POSITIVE,0.8545490503311157
🇫🇷,flag: France,flag,Flags,country-flag,1561,U+1F1EB U+1F1F7,POSITIVE,0.8545490503311157
🇬🇦,flag: Gabon,flag,Flags,country-flag,1562,U+1F1EC U+1F1E6,POSITIVE,0.8545490503311157
🇬🇧,flag: United Kingdom,flag,Flags,country-flag,1563,U+1F1EC U+1F1E7,POSITIVE,0.8545490503311157
🇬🇩,flag: Grenada,flag,Flags,country-flag,1564,U+1F1EC U+1F1E9,POSITIVE,0.8545490503311157
🇬🇪,flag: Georgia,flag,Flags,country-flag,1565,U+1F1EC U+1F1EA,POSITIVE,0.8545490503311157
🇬🇫,flag: French Guiana,flag,Flags,country-flag,1566,U+1F1EC U+1F1EB,POSITIVE,0.8545490503311157
🇬🇬,flag: Guernsey,flag,Flags,country-flag,1567,U+1F1EC U+1F1EC,POSITIVE,0.8545490503311157
🇬🇭,flag: Ghana,flag,Flags,country-flag,1568,U+1F1EC U+1F1ED,POSITIVE,0.8545490503311157
🇬🇮,flag: Gibraltar,flag,Flags,country-flag,1569,U+1F1EC U+1F1EE,POSITIVE,0.8545490503311157
🇬🇱,flag: Greenland,flag,Flags,country-flag,1570,U+1F1EC U+1F1F1,POSITIVE,0.8545490503311157
🇬🇲,flag: Gambia,flag,Flags,country-flag,1571,U+1F1EC U+1F1F2,POSITIVE,0.8545490503311157
🇬🇳,flag: Guinea,flag,Flags,country-flag,1572,U+1F1EC U+1F1F3,POSITIVE,0.8545490503311157
🇬🇵,flag: Guadeloupe,flag,Flags,country-flag,1573,U+1F1EC U+1F1F5,POSITIVE,0.8545490503311157
🇬🇶,flag: Equatorial Guinea,flag,Flags,country-flag,1574,U+1F1EC U+1F1F6,POSITIVE,0.8545490503311157
🇬🇷,flag: Greece,flag,Flags,country-flag,1575,U+1F1EC U+1F1F7,POSITIVE,0.8545490503311157
🇬🇸,flag: South Georgia & South Sandwich Islands,flag,Flags,country-flag,1576,U+1F1EC U+1F1F8,POSITIVE,0.8545490503311157
🇬🇹,flag: Guatemala,flag,Flags,country-flag,1577,U+1F1EC U+1F1F9,POSITIVE,0.8545490503311157
🇬🇺,flag: Guam,flag,Flags,country-flag,1578,U+1F1EC U+1F1FA,POSITIVE,0.8545490503311157
🇬🇼,flag: Guinea-Bissau,flag,Flags,country-flag,1579,U+1F1EC U+1F1FC,POSITIVE,0.8545490503311157
🇬🇾,flag: Guyana,flag,Flags,country-flag,1580,U+1F1EC U+1F1FE,POSITIVE,0.8545490503311157
🇭🇰,flag: Hong Kong SAR China,flag,Flags,country-flag,1581,U+1F1ED U+1F1F0,POSITIVE,0.8545490503311157
🇭🇲,flag: Heard & McDonald Islands,flag,Flags,country-flag,1582,U+1F1ED U+1F1F2,POSITIVE,0.8545490503311157
🇭🇳,flag: Honduras,flag,Flags,country-flag,1583,U+1F1ED U+1F1F3,POSITIVE,0.8545490503311157
🇭🇷,flag: Croatia,flag,Flags,country-flag,1584,U+1F1ED U+1F1F7,POSITIVE,0.8545490503311157
🇭🇹,flag: Haiti,flag,Flags,country-flag,1585,U+1F1ED U+1F1F9,POSITIVE,0.8545490503311157
🇭🇺,flag: Hungary,flag,Flags,country-flag,1586,U+1F1ED U+1F1FA,POSITIVE,0.8545490503311157
🇮🇨,flag: Canary Islands,flag,Flags,country-flag,1587,U+1F1EE U+1F1E8,POSITIVE,0.8545490503311157
🇮🇩,flag: Indonesia,flag,Flags,country-flag,1588,U+1F1EE U+1F1E9,POSITIVE,0.8545490503311157
🇮🇪,flag: Ireland,flag,Flags,country-flag,1589,U+1F1EE U+1F1EA,POSITIVE,0.8545490503311157
🇮🇱,flag: Israel,flag,Flags,country-flag,1590,U+1F1EE U+1F1F1,POSITIVE,0.8545490503311157
🇮🇲,flag: Isle of Man,flag,Flags,country-flag,1591,U+1F1EE U+1F1F2,POSITIVE,0.8545490503311157
🇮🇳,flag: India,flag,Flags,country-flag,1592,U+1F1EE U+1F1F3,POSITIVE,0.8545490503311157
🇮🇴,flag: British Indian Ocean Territory,flag,Flags,country-flag,1593,U+1F1EE U+1F1F4,POSITIVE,0.8545490503311157
🇮🇶,flag: Iraq,flag,Flags,country-flag,1594,U+1F1EE U+1F1F6,POSITIVE,0.8545490503311157
🇮🇷,flag: Iran,flag,Flags,country-flag,1595,U+1F1EE U+1F1F7,POSITIVE,0.8545490503311157
🇮🇸,flag: Iceland,flag,Flags,country-flag,1596,U+1F1EE U+1F1F8,POSITIVE,0.8545490503311157
🇮🇹,flag: Italy,flag,Flags,country-flag,1597,U+1F1EE U+1F1F9,POSITIVE,0.8545490503311157
🇯🇪,flag: Jersey,flag,Flags,country-flag,1598,U+1F1EF U+1F1EA,POSITIVE,0.8545490503311157
🇯🇲,flag: Jamaica,flag,Flags,country-flag,1599,U+1F1EF U+1F1F2,POSITIVE,0.8545490503311157
🇯🇴,flag: Jordan,flag,Flags,country-flag,1600,U+1F1EF U+1F1F4,POSITIVE,0.8545490503311157
🇯🇵,flag: Japan,flag,Flags,country-flag,1601,U+1F1EF U+1F1F5,POSITIVE,0.8545490503311157
🇰🇪,flag: Kenya,flag,Flags,country-flag,1602,U+1F1F0 U+1F1EA,POSITIVE,0.8545490503311157
🇰🇬,flag: Kyrgyzstan,flag,Flags,country-flag,1603,U+1F1F0 U+1F1EC,POSITIVE,0.8545490503311157
🇰🇭,flag: Cambodia,flag,Flags,country-flag,1604,U+1F1F0 U+1F1ED,POSITIVE,0.8545490503311157
🇰🇮,flag: Kiribati,flag,Flags,country-flag,1605,U+1F1F0 U+1F1EE,POSITIVE,0.8545490503311157
🇰🇲,flag: Comoros,flag,Flags,country-flag,1606,U+1F1F0 U+1F1F2,POSITIVE,0.8545490503311157
🇰🇳,flag: St. Kitts & Nevis,flag,Flags,country-flag,1607,U+1F1F0 U+1F1F3,POSITIVE,0.8545490503311157
🇰🇵,flag: North Korea,flag,Flags,country-flag,1608,U+1F1F0 U+1F1F5,POSITIVE,0.8545490503311157
🇰🇷,flag: South Korea,flag,Flags,country-flag,1609,U+1F1F0 U+1F1F7,POSITIVE,0.8545490503311157
🇰🇼,flag: Kuwait,flag,Flags,country-flag,1610,U+1F1F0 U+1F1FC,POSITIVE,0.8545490503311157
🇰🇾,flag: Cayman Islands,flag,Flags,country-flag,1611,U+1F1F0 U+1F1FE,POSITIVE,0.8545490503311157
🇰🇿,flag: Kazakhstan,flag,Flags,country-flag,1612,U+1F1F0 U+1F1FF,POSITIVE,0.8545490503311157
🇱🇦,flag: Laos,flag,Flags,country-flag,1613,U+1F1F1 U+1F1E6,POSITIVE,0.8545490503311157
🇱🇧,flag: Lebanon,flag,Flags,country-flag,1614,U+1F1F1 U+1F1E7,POSITIVE,0.8545490503311157
🇱🇨,flag: St. Lucia,flag,Flags,country-flag,1615,U+1F1F1 U+1F1E8,POSITIVE,0.8545490503311157
🇱🇮,flag: Liechtenstein,flag,Flags,country-flag,1616,U+1F1F1 U+1F1EE,POSITIVE,0.8545490503311157
🇱🇰,flag: Sri Lanka,flag,Flags,country-flag,1617,U+1F1F1 U+1F1F0,POSITIVE,0.8545490503311157
🇱🇷,flag: Liberia,flag,Flags,country-flag,1618,U+1F1F1 U+1F1F7,POSITIVE,0.8545490503311157
🇱🇸,flag: Lesotho,flag,Flags,country-flag,1619,U+1F1F1 U+1F1F8,POSITIVE,0.8545490503311157
🇱🇹,flag: Lithuania,flag,Flags,country-flag,1620,U+1F1F1 U+1F1F9,POSITIVE,0.8545490503311157
🇱🇺,flag: Luxembourg,flag,Flags,country-flag,1621,U+1F1F1 U+1F1FA,POSITIVE,0.8545490503311157
🇱🇻,flag: Latvia,flag,Flags,country-flag,1622,U+1F1F1 U+1F1FB,POSITIVE,0.8545490503311157
🇱🇾,flag: Libya,flag,Flags,country-flag,1623,U+1F1F1 U+1F1FE,POSITIVE,0.8545490503311157
🇲🇦,flag: Morocco,flag,Flags,country-flag,1624,U+1F1F2 U+1F1E6,POSITIVE,0.8545490503311157
🇲🇨,flag: Monaco,flag,Flags,country-flag,1625,U+1F1F2 U+1F1E8,POSITIVE,0.8545490503311157
🇲🇩,flag: Moldova,flag,Flags,country-flag,1626,U+1F1F2 U+1F1E9,POSITIVE,0.8545490503311157
🇲🇪,flag: Montenegro,flag,Flags,country-flag,1627,U+1F1F2 U+1F1EA,POSITIVE,0.8545490503311157
🇲🇫,flag: St. Martin,flag,Flags,country-flag,1628,U+1F1F2 U+1F1EB,POSITIVE,0.8545490503311157
🇲🇬,flag: Madagascar,flag,Flags,country-flag,1629,U+1F1F2 U+1F1EC,POSITIVE,0.8545490503311157
🇲🇭,flag: Marshall Islands,flag,Flags,country-flag,1630,U+1F1F2 U+1F1ED,POSITIVE,0.8545490503311157
🇲🇰,flag: North Macedonia,flag,Flags,country-flag,1631,U+1F1F2 U+1F1F0,POSITIVE,0.8545490503311157
🇲🇱,flag: Mali,flag,Flags,country-flag,1632,U+1F1F2 U+1F1F1,POSITIVE,0.8545490503311157
🇲🇲,flag: Myanmar (Burma),flag,Flags,country-flag,1633,U+1F1F2 U+1F1F2,POSITIVE,0.8545490503311157
🇲🇳,flag: Mongolia,flag,Flags,country-flag,1634,U+1F1F2 U+1F1F3,POSITIVE,0.8545490503311157
🇲🇴,flag: Macao SAR China,flag,Flags,country-flag,1635,U+1F1F2 U+1F1F4,POSITIVE,0.8545490503311157
🇲🇵,flag: Northern Mariana Islands,flag,Flags,country-flag,1636,U+1F1F2 U+1F1F5,POSITIVE,0.8545490503311157
🇲🇶,flag: Martinique,flag,Flags,country-flag,1637,U+1F1F2 U+1F1F6,POSITIVE,0.8545490503311157
🇲🇷,flag: Mauritania,flag,Flags,country-flag,1638,U+1F1F2 U+1F1F7,POSITIVE,0.8545490503311157
🇲🇸,flag: Montserrat,flag,Flags,country-flag,1639,U+1F1F2 U+1F1F8,POSITIVE,0.8545490503311157
🇲🇹,flag: Malta,flag,Flags,country-flag,1640,U+1F1F2 U+1F1F9,POSITIVE,0.8545490503311157
🇲🇺,flag: Mauritius,flag,Flags,country-flag,1641,U+1F1F2 U+1F1FA,POSITIVE,0.8545490503311157
🇲🇻,flag: Maldives,flag,Flags,country-flag,1642,U+1F1F2 U+1F1FB,POSITIVE,0.8545490503311157
🇲🇼,flag: Malawi,flag,Flags,country-flag,1643,U+1F1F2 U+1F1FC,POSITIVE,0.8545490503311157
🇲🇽,flag: Mexico,flag,Flags,country-flag,1644,U+1F1F2 U+1F1FD,POSITIVE,0.8545490503311157
🇲🇾,flag: Malaysia,flag,Flags,country-flag,1645,U+1F1F2 U+1F1FE,POSITIVE,0.8545490503311157
🇲🇿,flag: Mozambique,flag,Flags,country-flag,1646,U+1F1F2 U+1F1FF,POSITIVE,0.8545490503311157
🇳🇦,flag: Namibia,flag,Flags,country-flag,1647,U+1F1F3 U+1F1E6,POSITIVE,0.8545490503311157
🇳🇨,flag: New Caledonia,flag,Flags,country-flag,1648,U+1F1F3 U+1F1E8,POSITIVE,0.8545490503311157
🇳🇪,flag: Niger,flag,Flags,country-flag,1649,U+1F1F3 U+1F1EA,POSITIVE,0.8545490503311157
🇳🇫,flag: Norfolk Island,flag,Flags,country-flag,1650,U+1F1F3 U+1F1EB,POSITIVE,0.8545490503311157
🇳🇬,flag: Nigeria,flag,Flags,country-flag,1651,U+1F1F3 U+1F1EC,POSITIVE,0.8545490503311157
🇳🇮,flag: Nicaragua,flag,Flags,country-flag,1652,U+1F1F3 U+1F1EE,POSITIVE,0.8545490503311157
🇳🇱,flag: Netherlands,flag,Flags,country-flag,1653,U+1F1F3 U+1F1F1,POSITIVE,0.8545490503311157
🇳🇴,flag: Norway,flag,Flags,country-flag,1654,U+1F1F3 U+1F1F4,POSITIVE,0.8545490503311157
🇳🇵,flag: Nepal,flag,Flags,country-flag,1655,U+1F1F3 U+1F1F5,POSITIVE,0.8545490503311157
🇳🇷,flag: Nauru,flag,Flags,country-flag,1656,U+1F1F3 U+1F1F7,POSITIVE,0.8545490503311157
🇳🇺,flag: Niue,flag,Flags,country-flag,1657,U+1F1F3 U+1F1FA,POSITIVE,0.8545490503311157
🇳🇿,flag: New Zealand,flag,Flags,country-flag,1658,U+1F1F3 U+1F1FF,POSITIVE,0.8545490503311157
🇴🇲,flag: Oman,flag,Flags,country-flag,1659,U+1F1F4 U+1F1F2,POSITIVE,0.8545490503311157
🇵🇦,flag: Panama,flag,Flags,country-flag,1660,U+1F1F5 U+1F1E6,POSITIVE,0.8545490503311157
🇵🇪,flag: Peru,flag,Flags,country-flag,1661,U+1F1F5 U+1F1EA,POSITIVE,0.8545490503311157
🇵🇫,flag: French Polynesia,flag,Flags,country-flag,1662,U+1F1F5 U+1F1EB,POSITIVE,0.8545490503311157
🇵🇬,flag: Papua New Guinea,flag,Flags,country-flag,1663,U+1F1F5 U+1F1EC,POSITIVE,0.8545490503311157
🇵🇭,flag: Philippines,flag,Flags,country-flag,1664,U+1F1F5 U+1F1ED,POSITIVE,0.8545490503311157
🇵🇰,flag: Pakistan,flag,Flags,country-flag,1665,U+1F1F5 U+1F1F0,POSITIVE,0.8545490503311157
🇵🇱,flag: Poland,flag,Flags,country-flag,1666,U+1F1F5 U+1F1F1,POSITIVE,0.8545490503311157
🇵🇲,flag: St. Pierre & Miquelon,flag,Flags,country-flag,1667,U+1F1F5 U+1F1F2,POSITIVE,0.8545490503311157
🇵🇳,flag: Pitcairn Islands,flag,Flags,country-flag,1668,U+1F1F5 U+1F1F3,POSITIVE,0.8545490503311157
🇵🇷,flag: Puerto Rico,flag,Flags,country-flag,1669,U+1F1F5 U+1F1F7,POSITIVE,0.8545490503311157
🇵🇸,flag: Palestinian Territories,flag,Flags,country-flag,1670,U+1F1F5 U+1F1F8,POSITIVE,0.8545490503311157
🇵🇹,flag: Portugal,flag,Flags,country-flag,1671,U+1F1F5 U+1F1F9,POSITIVE,0.8545490503311157
🇵🇼,flag: Palau,flag,Flags,country-flag,1672,U+1F1F5 U+1F1FC,POSITIVE,0.8545490503311157
🇵🇾,flag: Paraguay,flag,Flags,country-flag,1673,U+1F1F5 U+1F1FE,POSITIVE,0.8545490503311157
🇶🇦,flag: Qatar,flag,Flags,country-flag,1674,U+1F1F6 U+1F1E6,POSITIVE,0.8545490503311157
🇷🇪,flag: Réunion,flag,Flags,country-flag,1675,U+1F1F7 U+1F1EA,POSITIVE,0.8545490503311157
🇷🇴,flag: Romania,flag,Flags,country-flag,1676,U+1F1F7 U+1F1F4,POSITIVE,0.8545490503311157
🇷🇸,flag: Serbia,flag,Flags,country-flag,1677,U+1F1F7 U+1F1F8,POSITIVE,0.8545490503311157
🇷🇺,flag: Russia,flag,Flags,country-flag,1678,U+1F1F7 U+1F1FA,POSITIVE,0.8545490503311157
🇷🇼,flag: Rwanda,flag,Flags,country-flag,1679,U+1F1F7 U+1F1FC,POSITIVE,0.8545490503311157
🇸🇦,flag: Saudi Arabia,flag,Flags,country-flag,1680,U+1F1F8 U+1F1E6,POSITIVE,0.8545490503311157
🇸🇧,flag: Solomon Islands,flag,Flags,country-flag,1681,U+1F1F8 U+1F1E7,POSITIVE,0.8545490503311157
🇸🇨,flag: Seychelles,flag,Flags,country-flag,1682,U+1F1F8 U+1F1E8,POSITIVE,0.8545490503311157
🇸🇩,flag: Sudan,flag,Flags,country-flag,1683,U+1F1F8 U+1F1E9,POSITIVE,0.8545490503311157
🇸🇪,flag: Sweden,flag,Flags,country-flag,1684,U+1F1F8 U+1F1EA,POSITIVE,0.8545490503311157
🇸🇬,flag: Singapore,flag,Flags,country-flag,1685,U+1F1F8 U+1F1EC,POSITIVE,0.8545490503311157
🇸🇭,flag: St. Helena,flag,Flags,country-flag,1686,U+1F1F8 U+1F1ED,POSITIVE,0.8545490503311157
🇸🇮,flag: Slovenia,flag,Flags,country-flag,1687,U+1F1F8 U+1F1EE,POSITIVE,0.8545490503311157
🇸🇯,flag: Svalbard & Jan Mayen,flag,Flags,country-flag,1688,U+1F1F8 U+1F1EF,POSITIVE,0.8545490503311157
🇸🇰,flag: Slovakia,flag,Flags,country-flag,1689,U+1F1F8 U+1F1F0,POSITIVE,0.8545490503311157
🇸🇱,flag: Sierra Leone,flag,Flags,country-flag,1690,U+1F1F8 U+1F1F1,POSITIVE,0.8545490503311157
🇸🇲,flag: San Marino,flag,Flags,country-flag,1691,U+1F1F8 U+1F1F2,POSITIVE,0.8545490503311157
🇸🇳,flag: Senegal,flag,Flags,country-flag,1692,U+1F1F8 U+1F1F3,POSITIVE,0.8545490503311157
🇸🇴,flag: Somalia,flag,Flags,country-flag,1693,U+1F1F8 U+1F1F4,POSITIVE,0.8545490503311157
🇸🇷,flag: Suriname,flag,Flags,country-flag,1694,U+1F1F8 U+1F1F7,POSITIVE,0.8545490503311157
🇸🇸,flag: South Sudan,flag,Flags,country-flag,1695,U+1F1F8 U+1F1F8,POSITIVE,0.8545490503311157
🇸🇹,flag: São Tomé & Príncipe,flag,Flags,country-flag,1696,U+1F1F8 U+1F1F9,POSITIVE,0.8545490503311157
🇸🇻,flag: El Salvador,flag,Flags,country-flag,1697,U+1F1F8 U+1F1FB,POSITIVE,0.8545490503311157
🇸🇽,flag: Sint Maarten,flag,Flags,country-flag,1698,U+1F1F8 U+1F1FD,POSITIVE,0.8545490503311157
🇸🇾,flag: Syria,flag,Flags,country-flag,1699,U+1F1F8 U+1F1FE,POSITIVE,0.8545490503311157
🇸🇿,flag: Eswatini,flag,Flags,country-flag,1700,U+1F1F8 U+1F1FF,POSITIVE,0.8545490503311157
🇹🇦,flag: Tristan da Cunha,flag,Flags,country-flag,1701,U+1F1F9 U+1F1E6,POSITIVE,0.8545490503311157
🇹🇨,flag: Turks & Caicos Islands,flag,Flags,country-flag,1702,U+1F1F9 U+1F1E8,POSITIVE,0.8545490503311157
🇹🇩,flag: Chad,flag,Flags,country-flag,1703,U+1F1F9 U+1F1E9,POSITIVE,0.8545490503311157
🇹🇫,flag: French Southern Territories,flag,Flags,country-flag,1704,U+1F1F9 U+1F1EB,POSITIVE,0.8545490503311157
🇹🇬,flag: Togo,flag,Flags,country-flag,1705,U+1F1F9 U+1F1EC,POSITIVE,0.8545490503311157
🇹🇭,flag: Thailand,flag,Flags,country-flag,1706,U+1F1F9 U+1F1ED,POSITIVE,0.8545490503311157
🇹🇯,flag: Tajikistan,flag,Flags,country-flag,1707,U+1F1F9 U+1F1EF,POSITIVE,0.8545490503311157
🇹🇰,flag: Tokelau,flag,Flags,country-flag,1708,U+1F1F9 U+1F1F0,POSITIVE,0.8545490503311157
🇹🇱,flag: Timor-Leste,flag,Flags,country-flag,1709,U+1F1F9 U+1F1F1,POSITIVE,0.8545490503311157
🇹🇲,flag: Turkmenistan,flag,Flags,country-flag,1710,U+1F1F9 U+1F1F2,POSITIVE,0.8545490503311157
🇹🇳,flag: Tunisia,flag,Flags,country-flag,1711,U+1F1F9 U+1F1F3,POSITIVE,0.8545490503311157
🇹🇴,flag: Tonga,flag,Flags,country-flag,1712,U+1F1F9 U+1F1F4,POSITIVE,0.8545490503311157
🇹🇷,flag: Turkey,flag,Flags,country-flag,1713,U+1F1F9 U+1F1F7,POSITIVE,0.8545490503311157
🇹🇹,flag: Trinidad & Tobago,flag,Flags,country-flag,1714,U+1F1F9 U+1F1F9,POSITIVE,0.8545490503311157
🇹🇻,flag: Tuvalu,flag,Flags,country-flag,1715,U+1F1F9 U+1F1FB,POSITIVE,0.8545490503311157
🇹🇼,flag: Taiwan,flag,Flags,country-flag,1716,U+1F1F9 U+1F1FC,POSITIVE,0.8545490503311157
🇹🇿,flag: Tanzania,flag,Flags,country-flag,1717,U+1F1F9 U+1F1FF,POSITIVE,0.8545490503311157
🇺🇦,flag: Ukraine,flag,Flags,country-flag,1718,U+1F1FA U+1F1E6,POSITIVE,0.8545490503311157
🇺🇬,flag: Uganda,flag,Flags,country-flag,1719,U+1F1FA U+1F1EC,POSITIVE,0.8545490503311157
🇺🇲,flag: U.S. Outlying Islands,flag,Flags,country-flag,1720,U+1F1FA U+1F1F2,POSITIVE,0.8545490503311157
🇺🇳,flag: United Nations,flag,Flags,country-flag,1721,U+1F1FA U+1F1F3,POSITIVE,0.8545490503311157
🇺🇸,flag: United States,flag,Flags,country-flag,1722,U+1F1FA U+1F1F8,POSITIVE,0.8545490503311157
🇺🇾,flag: Uruguay,flag,Flags,country-flag,1723,U+1F1FA U+1F1FE,POSITIVE,0.8545490503311157
🇺🇿,flag: Uzbekistan,flag,Flags,country-flag,1724,U+1F1FA U+1F1FF,POSITIVE,0.8545490503311157
🇻🇦,flag: Vatican City,flag,Flags,country-flag,1725,U+1F1FB U+1F1E6,POSITIVE,0.8545490503311157
🇻🇨,flag: St. Vincent & Grenadines,flag,Flags,country-flag,1726,U+1F1FB U+1F1E8,POSITIVE,0.8545490503311157
🇻🇪,flag: Venezuela,flag,Flags,country-flag,1727,U+1F1FB U+1F1EA,POSITIVE,0.8545490503311157
🇻🇬,flag: British Virgin Islands,flag,Flags,country-flag,1728,U+1F1FB U+1F1EC,POSITIVE,0.8545490503311157
